locality,bhk,area_sqft,price_lakhs
Andheri,2,618,183
Andheri,3,866,257
Andheri,3,1076,319
Andheri,3,1033,307
Andheri,2,758,224
Andheri,2,718,212
Andheri,2,618,183
Andheri,1,550,145
Andheri,3,905,239
Andheri,3,882,233
Andheri,2,694,173
Andheri,2,692,173
Andheri,2,690,172
Andheri,2,685,171
Andheri,1,550,145
Andheri,3,1450,430
Andheri,1,460,110
Andheri,1,460,110
Andheri,2,1150,325
Andheri,2,850,190
Andheri,2,670,160
Andheri,2,922,284
Andheri,2,950,275
Andheri,2,1150,300
Andheri,3,1750,435
Andheri,2,1150,350
Andheri,2,1150,325
Andheri,3,1104,295
Andheri,3,1092,327
Andheri,3,1092,327
Andheri,2,747,210
Andheri,2,1100,255
Andheri,2,750,235
Andheri,1,400,98
Andheri,2,650,125
Andheri,2,980,190
Andheri,2,1200,350
Andheri,2,800,145
Andheri,2,1200,350
Andheri,2,800,145
Andheri,2,800,145
Andheri,1,450,109
Andheri,1,643,115
Andheri,2,950,201
Andheri,1,610,115
Andheri,2,730,175
Andheri,2,950,201
Andheri,1,610,115
Andheri,3,1050,260
Andheri,2,1000,170
Andheri,2,890,180
Andheri,2,768,180
Andheri,3,1500,280
Andheri,2,925,250
Andheri,2,630,127
Andheri,1,459,145
Andheri,2,682,218
Andheri,2,709,214
Andheri,2,759,230
Andheri,2,1000,275
Andheri,3,1102,260
Andheri,2,882,200
Andheri,3,1300,292
Andheri,1,553,124
Andheri,1,553,125
Andheri,3,1500,320
Andheri,1,554,132
Andheri,1,555,137
Andheri,1,555,132
Andheri,2,768,199
Andheri,3,1213,320
Andheri,1,544,139
Andheri,2,705,180
Andheri,2,705,190
Andheri,1,501,140
Andheri,2,1024,290
Andheri,1,600,110
Andheri,2,870,270
Andheri,4,1900,350
Andheri,2,700,195
Andheri,3,858,249
Andheri,1,500,118
Andheri,3,1550,425
Andheri,3,950,260
Andheri,1,480,125
Andheri,3,1050,240
Andheri,2,1250,220
Andheri,2,675,195
Andheri,4,1350,390
Andheri,3,1272,245
Andheri,2,997,235
Andheri,2,1089,195
Andheri,2,1002,180
Andheri,3,1680,275
Andheri,4,1352,382
Andheri,2,845,228
Andheri,2,882,249
Andheri,2,693,189
Andheri,2,787,207
Andheri,1,507,133
Andheri,2,882,249
Andheri,2,693,189
Andheri,2,950,255
Andheri,2,950,255
Andheri,2,1150,265
Andheri,3,1250,350
Andheri,2,676,199
Andheri,1,462,120
Andheri,2,694,181
Andheri,2,699,194
Andheri,1,417,120
Andheri,2,621,179
Andheri,1,535,139
Andheri,2,638,166
Andheri,1,423,117
Andheri,2,658,207
Andheri,3,829,221
Andheri,3,1195,365
Andheri,1,418,112
Andheri,2,627,168
Andheri,3,978,274
Anjurdive,3,1200,125
Anjurdive,2,750,72
Anjurdive,2,750,73
Anjurdive,3,1200,105
Anjurdive,3,781,88
Anjurdive,3,783,88
Anjurdive,2,620,69
Anjurdive,3,751,84
Anjurdive,2,604,68
Anjurdive,3,750,84
Anjurdive,2,635,71
Anjurdive,2,530,70
Anjurdive,2,536,73
Anjurdive,1,404,54
Anjurdive,1,486,63
Anjurdive,2,660,86
Anjurdive,3,957,126
Anjurdive,2,502,69
Anjurdive,3,758,96
Anjurdive,1,484,63
Anjurdive,1,486,63
Anjurdive,2,660,86
Anjurdive,3,957,126
Anjurdive,2,502,69
Anjurdive,3,758,96
Anjurdive,1,484,63
Anjurdive,3,815,108
Anjurdive,3,815,108
Anjurdive,2,502,69
Anjurdive,3,758,96
Anjurdive,1,484,63
Anjurdive,2,800,75
Anjurdive,2,980,95
Anjurdive,2,660,86
Anjurdive,3,805,90
Anjurdive,2,595,76
Anjurdive,2,558,70
Anjurdive,3,986,122
Anjurdive,1,444,52
Anjurdive,2,489,61
Anjurdive,3,975,85
Anjurdive,2,875,76
Anjurdive,2,750,65
Anjurdive,2,559,60
Anjurdive,2,558,60
Anjurdive,2,572,77
Anjurdive,1,336,45
Anjurdive,1,445,58
Anjurdive,1,457,60
Anjurdive,2,663,87
Anjurdive,2,530,70
Anjurdive,2,536,73
Anjurdive,1,404,54
Anjurdive,1,486,63
Anjurdive,2,660,86
Anjurdive,3,957,126
Anjurdive,2,502,69
Anjurdive,3,758,96
Anjurdive,1,484,63
Anjurdive,3,815,108
Anjurdive,2,572,77
Anjurdive,1,336,45
Anjurdive,1,445,58
Anjurdive,1,457,60
Anjurdive,2,663,87
Anjurdive,2,530,70
Anjurdive,2,536,73
Anjurdive,1,404,54
Anjurdive,1,486,63
Anjurdive,2,660,86
Anjurdive,3,957,126
Anjurdive,2,502,69
Anjurdive,3,758,96
Anjurdive,1,484,63
Anjurdive,3,815,108
Anjurdive,1,404,54
Anjurdive,1,486,63
Anjurdive,2,660,86
Anjurdive,3,957,126
Anjurdive,2,502,69
Anjurdive,3,758,96
Anjurdive,1,484,63
Anjurdive,3,815,108
Anjurdive,2,689,64
Anjurdive,2,572,77
Anjurdive,1,336,45
Anjurdive,1,445,58
Anjurdive,1,457,60
Anjurdive,2,663,87
Anjurdive,1,594,56
Anjurdive,1,458,45
Anjurdive,2,654,64
Anjurdive,1,477,46
Anjurdive,1,450,44
Anjurdive,1,327,32
Anjurdive,2,676,80
Anjurdive,3,777,76
Anjurdive,2,732,64
Anjurdive,2,980,95
Anjurdive,2,572,77
Anjurdive,1,336,45
Anjurdive,1,445,58
Anjurdive,1,457,60
Anjurdive,2,663,87
Anjurdive,2,530,70
Anjurdive,2,536,73
Anjurdive,1,404,54
Anjurdive,1,486,63
Anjurdive,2,660,86
Anjurdive,3,957,126
Anjurdive,2,502,69
Anjurdive,3,758,96
Anjurdive,1,484,63
Anjurdive,3,815,108
Anjurdive,3,1076,123
Badlapur,1,890,37
Badlapur,1,638,26
Badlapur,1,625,29
Badlapur,2,925,37
Badlapur,3,1195,61
Badlapur,1,750,30
Badlapur,1,680,30
Badlapur,1,700,26
Badlapur,1,482,25
Badlapur,1,645,25
Badlapur,3,920,45
Badlapur,1,695,26
Badlapur,1,655,24
Badlapur,2,970,36
Badlapur,1,700,24
Badlapur,1,675,21
Badlapur,2,1200,49
Badlapur,2,795,33
Badlapur,1,613,25
Badlapur,1,660,18
Badlapur,2,980,30
Badlapur,2,1000,33
Badlapur,1,650,22
Badlapur,1,640,24
Badlapur,1,680,25
Badlapur,1,620,22
Badlapur,1,680,25
Badlapur,1,620,22
Badlapur,2,850,30
Badlapur,3,1150,50
Badlapur,2,1350,40
Badlapur,1,650,20
Badlapur,1,730,34
Badlapur,1,714,31
Badlapur,1,650,25
Badlapur,2,552,29
Badlapur,2,890,40
Badlapur,2,990,35
Badlapur,2,905,34
Badlapur,1,465,21
Badlapur,1,648,25
Badlapur,2,902,35
Badlapur,1,460,21
Badlapur,2,901,35
Badlapur,1,693,29
Badlapur,1,450,17
Badlapur,1,445,16
Badlapur,1,690,30
Badlapur,1,650,18
Badlapur,2,836,35
Badlapur,1,460,19
Badlapur,1,460,19
Badlapur,2,830,30
Badlapur,3,1520,75
Badlapur,2,1100,42
Badlapur,2,552,29
Badlapur,2,890,40
Badlapur,1,600,22
Badlapur,3,1520,72
Badlapur,1,699,26
Badlapur,1,665,26
Badlapur,1,665,26
Badlapur,1,566,24
Badlapur,2,1105,38
Badlapur,1,580,22
Badlapur,1,450,16
Badlapur,1,630,20
Badlapur,1,636,32
Badlapur,1,610,27
Badlapur,1,610,25
Badlapur,1,675,26
Badlapur,2,950,46
Badlapur,1,580,22
Badlapur,1,300,13
Badlapur,1,650,27
Badlapur,1,650,27
Badlapur,1,550,23
Badlapur,1,730,32
Badlapur,1,475,20
Badlapur,1,745,30
Badlapur,2,1000,34
Badlapur,1,660,21
Badlapur,1,700,25
Badlapur,1,615,24
Badlapur,1,425,17
Badlapur,1,610,24
Badlapur,1,590,23
Badlapur,2,930,35
Badlapur,1,566,24
Badlapur,2,880,35
Badlapur,1,580,26
Badlapur,1,630,28
Badlapur,1,630,28
Badlapur,2,845,36
Badlapur,2,840,36
Badlapur,2,975,38
Badlapur,1,651,26
Badlapur,1,651,26
Badlapur,1,445,12
Badlapur,1,542,21
Badlapur,1,542,21
Badlapur,1,585,22
Badlapur,1,615,24
Badlapur,1,525,24
Badlapur,1,645,29
Badlapur,1,715,31
Badlapur,1,710,30
Badlapur,1,660,25
Badlapur,1,660,24
Badlapur,1,525,24
Badlapur,1,645,29
Badlapur,1,715,31
Badlapur,1,420,15
Badlapur,1,525,24
Badlapur,1,430,17
Badlapur,1,405,16
Badlapur,1,670,32
Badlapur,1,725,31
Badlapur,1,400,16
Badlapur,1,610,23
Badlapur,1,585,23
Badlapur,1,400,16
Badlapur,1,610,23
Badlapur,1,585,23
Badlapur,2,945,43
Badlapur,1,570,22
Badlapur,1,660,25
Badlapur,1,490,20
Badlapur,1,435,18
Badlapur,1,550,30
Badlapur,1,550,30
Badlapur,1,449,17
Badlapur,1,710,28
Badlapur,1,710,30
Badlapur,1,665,36
Badlapur,1,780,35
Badlapur,1,596,24
Badlapur,1,635,26
Badlapur,1,645,34
Badlapur,2,900,40
Badlapur,2,990,39
Badlapur,1,600,28
Badlapur,2,950,44
Badlapur,2,930,45
Badlapur,2,1020,55
Badlapur,2,1250,70
Badlapur,1,742,38
Badlapur,2,680,25
Badlapur,2,1250,70
Badlapur,1,742,38
Badlapur,1,620,29
Badlapur,1,711,33
Badlapur,2,1100,42
Badlapur,1,410,16
Badlapur,1,711,33
Badlapur,2,1100,42
Badlapur,1,615,33
Badlapur,2,800,25
Badlapur,3,1250,35
Badlapur,1,225,11
Badlapur,2,1050,43
Badlapur,1,550,27
Badlapur,1,640,26
Badlapur,1,638,20
Badlapur,1,415,17
Badlapur,1,415,17
Badlapur,1,653,30
Badlapur,2,1095,51
Badlapur,2,950,33
Badlapur,1,555,18
Badlapur,1,654,25
Badlapur,2,1030,56
Badlapur,1,635,33
Badlapur,2,835,44
Badlapur,1,640,24
Badlapur,1,610,34
Badlapur,1,655,30
Badlapur,1,645,33
Badlapur,1,635,24
Badlapur,1,660,26
Badlapur,2,900,32
Badlapur,3,1300,48
Badlapur,1,635,24
Badlapur,2,975,33
Badlapur,1,685,22
Badlapur,1,555,18
Badlapur,1,555,18
Badlapur,1,654,28
Badlapur,1,750,32
Badlapur,2,800,40
Badlapur,2,730,23
Badlapur,1,715,28
Badlapur,1,516,25
Badlapur,1,650,25
Badlapur,1,615,28
Badlapur,2,940,42
Badlapur,1,630,25
Badlapur,1,590,22
Badlapur,1,575,22
Badlapur,1,620,20
Badlapur,1,540,16
Badlapur,1,675,29
Badlapur,3,1030,42
Badlapur,1,615,24
Badlapur,1,615,24
Badlapur,1,525,22
Badlapur,1,631,31
Badlapur,1,460,16
Badlapur,1,570,26
Badlapur,2,835,38
Badlapur,1,620,22
Badlapur,2,835,36
Badlapur,1,635,21
Badlapur,2,890,45
Badlapur,1,630,25
Badlapur,1,675,29
Badlapur,3,1030,42
Badlapur,1,615,24
Badlapur,1,615,24
Badlapur,2,910,36
Badlapur,1,680,21
Badlapur,2,680,21
Badlapur,2,850,36
Badlapur,2,930,40
Badlapur,3,1035,43
Badlapur,2,835,36
Badlapur,1,635,21
Badlapur,2,890,33
Badlapur,1,610,22
Badlapur,2,850,36
Badlapur,2,930,40
Badlapur,1,630,25
Badlapur,1,577,25
Badlapur,2,925,35
Badlapur,1,608,25
Badlapur,2,794,35
Badlapur,1,654,25
Badlapur,1,615,24
Badlapur,1,615,24
Badlapur,2,910,36
Badlapur,2,850,36
Badlapur,2,930,40
Badlapur,1,640,29
Badlapur,1,665,26
Badlapur,1,654,28
Badlapur,2,1034,36
Badlapur,1,686,25
Badlapur,1,836,30
Badlapur,1,658,24
Badlapur,2,827,30
Badlapur,1,658,24
Badlapur,3,1035,40
Badlapur,2,803,40
Badlapur,1,654,28
Badlapur,2,1050,48
Badlapur,1,570,26
Badlapur,1,525,20
Badlapur,1,625,28
Badlapur,1,705,34
Badlapur,1,626,20
Badlapur,2,680,20
Badlapur,2,900,46
Badlapur,2,930,33
Badlapur,1,630,25
Badlapur,1,620,22
Badlapur,1,555,24
Badlapur,2,1050,54
Badlapur,1,669,28
Badlapur,1,430,18
Badlapur,2,835,36
Badlapur,1,620,23
Badlapur,2,1100,35
Badlapur,2,890,45
Badlapur,1,620,23
Badlapur,1,600,25
Badlapur,1,700,29
Badlapur,1,620,23
Badlapur,1,700,27
Badlapur,1,600,24
Badlapur,1,650,22
Badlapur,1,620,22
Badlapur,1,630,22
Badlapur,1,680,27
Badlapur,1,720,24
Badlapur,1,675,29
Badlapur,1,643,19
Badlapur,2,930,33
Badlapur,1,650,24
Badlapur,1,630,26
Badlapur,1,700,26
Badlapur,1,730,30
Badlapur,2,950,31
Badlapur,2,930,31
Badlapur,1,630,20
Badlapur,2,750,24
Badlapur,2,895,35
Badlapur,1,575,24
Badlapur,1,630,26
Badlapur,2,895,35
Badlapur,1,669,28
Badlapur,1,690,24
Badlapur,2,575,24
Badlapur,1,620,23
Badlapur,2,1100,35
Badlapur,1,525,21
Badlapur,3,1700,75
Badlapur,1,669,28
Badlapur,1,575,24
Badlapur,1,630,26
Badlapur,1,669,28
Badlapur,2,895,35
Badlapur,2,1030,42
Badlapur,1,695,29
Badlapur,2,895,35
Badlapur,1,650,25
Badlapur,1,430,16
Badlapur,1,600,29
Badlapur,1,720,24
Badlapur,1,630,22
Badlapur,1,553,17
Badlapur,1,675,24
Badlapur,2,600,25
Badlapur,3,1700,80
Badlapur,1,750,26
Badlapur,3,1700,75
Badlapur,1,630,25
Badlapur,1,690,28
Badlapur,1,750,26
Badlapur,1,675,28
Badlapur,2,975,41
Badlapur,1,700,26
Badlapur,1,730,30
Badlapur,2,950,31
Badlapur,2,930,31
Badlapur,1,630,20
Badlapur,2,750,24
Badlapur,1,690,24
Badlapur,2,575,24
Badlapur,1,695,30
Badlapur,1,630,25
Badlapur,1,720,28
Badlapur,2,930,33
Badlapur,1,720,28
Badlapur,1,630,25
Badlapur,1,620,22
Badlapur,1,590,23
Badlapur,1,700,27
Badlapur,1,600,24
Badlapur,1,650,22
Badlapur,1,620,22
Badlapur,1,620,22
Badlapur,1,430,16
Badlapur,1,553,17
Badlapur,1,555,24
Badlapur,1,620,23
Badlapur,1,662,25
Badlapur,1,625,28
Badlapur,1,620,22
Badlapur,1,725,28
Badlapur,1,430,16
Badlapur,1,500,19
Badlapur,1,620,22
Badlapur,1,662,25
Badlapur,1,528,22
Badlapur,1,520,20
Badlapur,1,520,20
Badlapur,1,630,21
Badlapur,1,610,20
Badlapur,1,600,20
Badlapur,1,630,21
Badlapur,1,610,20
Badlapur,1,600,20
Badlapur,1,405,16
Badlapur,1,405,16
Badlapur,2,890,45
Badlapur,2,920,42
Badlapur,1,715,30
Badlapur,1,630,25
Badlapur,1,715,27
Badlapur,1,654,28
Badlapur,2,1030,41
Badlapur,1,660,28
Badlapur,2,930,35
Badlapur,1,695,28
Badlapur,2,975,42
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,2,745,36
Badlapur,1,600,28
Badlapur,1,635,25
Badlapur,1,640,20
Badlapur,1,455,13
Badlapur,1,445,13
Badlapur,2,835,35
Badlapur,1,671,21
Badlapur,2,791,34
Badlapur,1,594,26
Badlapur,1,445,13
Badlapur,1,445,13
Badlapur,1,455,13
Badlapur,1,400,14
Badlapur,1,400,14
Badlapur,1,553,21
Badlapur,1,613,24
Badlapur,2,745,36
Badlapur,2,835,35
Badlapur,1,671,21
Badlapur,2,791,34
Badlapur,1,594,26
Badlapur,1,400,14
Badlapur,1,400,14
Badlapur,1,553,21
Badlapur,1,613,24
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,700,33
Badlapur,1,445,13
Badlapur,1,475,14
Badlapur,2,725,21
Badlapur,2,645,19
Badlapur,2,635,19
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,590,21
Badlapur,1,630,22
Badlapur,1,620,22
Badlapur,2,1090,45
Badlapur,1,670,25
Badlapur,1,720,28
Badlapur,1,745,30
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,695,34
Badlapur,1,675,29
Badlapur,2,594,30
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,2,925,39
Badlapur,1,470,25
Badlapur,1,618,27
Badlapur,2,972,32
Badlapur,1,672,23
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,715,28
Badlapur,1,607,24
Badlapur,1,677,27
Badlapur,1,650,24
Badlapur,1,700,30
Badlapur,1,629,20
Badlapur,1,550,20
Badlapur,1,600,30
Badlapur,1,560,22
Badlapur,1,560,22
Badlapur,1,560,22
Badlapur,1,560,22
Badlapur,1,442,24
Badlapur,1,495,22
Badlapur,1,495,22
Badlapur,1,495,22
Badlapur,1,495,22
Badlapur,1,645,29
Badlapur,1,640,30
Badlapur,1,640,30
Badlapur,1,640,30
Badlapur,1,535,22
Badlapur,1,444,17
Badlapur,1,495,22
Badlapur,1,630,24
Badlapur,1,640,23
Badlapur,1,640,23
Badlapur,1,640,23
Badlapur,1,650,35
Badlapur,2,855,34
Badlapur,2,709,30
Badlapur,1,630,24
Badlapur,1,535,26
Badlapur,1,780,32
Badlapur,1,640,30
Badlapur,1,640,30
Badlapur,1,640,30
Badlapur,1,650,35
Badlapur,2,875,35
Badlapur,1,650,35
Badlapur,2,875,35
Badlapur,2,801,23
Badlapur,1,780,32
Badlapur,1,535,22
Badlapur,1,650,35
Badlapur,2,875,35
Badlapur,1,700,22
Badlapur,1,598,24
Badlapur,1,598,24
Badlapur,1,598,24
Badlapur,1,598,24
Badlapur,2,855,34
Badlapur,2,855,34
Badlapur,2,855,34
Badlapur,2,855,34
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,585,20
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,450,16
Badlapur,1,595,24
Badlapur,1,580,20
Badlapur,1,710,30
Badlapur,2,650,25
Badlapur,1,322,10
Badlapur,1,510,20
Badlapur,3,1350,60
Badlapur,1,655,20
Badlapur,1,620,20
Badlapur,2,755,28
Badlapur,1,595,24
Badlapur,1,475,21
Badlapur,1,610,23
Badlapur,1,630,30
Badlapur,1,630,30
Badlapur,2,899,29
Badlapur,1,650,25
Badlapur,1,655,24
Badlapur,1,650,26
Badlapur,1,420,15
Badlapur,1,650,26
Badlapur,1,420,15
Badlapur,2,840,37
Badlapur,1,625,28
Badlapur,1,770,27
Badlapur,2,895,30
Badlapur,1,705,29
Badlapur,1,680,25
Badlapur,2,890,30
Badlapur,1,680,25
Badlapur,2,890,30
Badlapur,1,695,24
Badlapur,1,685,24
Badlapur,1,685,24
Badlapur,1,685,24
Badlapur,1,645,23
Badlapur,1,620,24
Badlapur,1,700,25
Badlapur,1,670,26
Badlapur,1,655,26
Badlapur,1,605,23
Badlapur,1,620,24
Badlapur,1,440,17
Badlapur,1,643,26
Badlapur,1,636,32
Badlapur,1,600,22
Badlapur,1,600,22
Badlapur,3,1250,52
Badlapur,1,662,26
Badlapur,3,1250,52
Badlapur,1,645,22
Badlapur,2,850,35
Badlapur,5,2000,74
Badlapur,2,956,38
Badlapur,2,934,37
Badlapur,1,613,25
Badlapur,2,850,28
Badlapur,2,890,43
Badlapur,1,660,28
Badlapur,1,610,26
Badlapur,1,660,28
Badlapur,1,700,25
Badlapur,1,670,26
Badlapur,1,750,29
Badlapur,2,930,39
Badlapur,2,900,27
Badlapur,2,900,27
Badlapur,3,1190,61
Badlapur,1,602,25
Badlapur,2,915,32
Badlapur,2,915,32
Badlapur,1,602,25
Badlapur,2,880,30
Badlapur,1,650,23
Badlapur,1,615,20
Badlapur,1,720,32
Badlapur,1,685,24
Badlapur,1,585,24
Badlapur,1,720,26
Badlapur,1,720,26
Badlapur,2,900,37
Badlapur,1,715,26
Badlapur,1,680,25
Badlapur,1,660,24
Badlapur,2,1050,32
Badlapur,1,450,16
Badlapur,1,655,20
Badlapur,1,655,19
Badlapur,1,660,24
Bandra,2,1100,235
Bandra,2,930,210
Bandra,3,1318,356
Bandra,2,850,324
Bandra,3,1413,345
Bandra,2,860,205
Bandra,3,1260,270
Bandra,2,800,199
Bandra,1,581,129
Bandra,2,1257,390
Bandra,2,1300,403
Bandra,2,1194,370
Bandra,2,1177,365
Bandra,2,1291,400
Bandra,1,500,141
Bandra,2,1092,428
Bandra,1,617,174
Bandra,3,1090,419
Bandra,1,350,88
Bandra,1,610,200
Bandra,2,839,272
Bandra,2,650,200
Bandra,2,850,249
Bandra,1,450,125
Bandra,1,641,174
Bandra,1,322,88
Bandra,2,850,246
Bandra,2,1250,336
Bandra,2,1110,350
Bandra,2,1275,345
Bandra,2,850,231
Bandra,1,500,135
Bandra,1,500,135
Bandra,2,600,180
Bandra,2,700,230
Bandra,2,1000,400
Bandra,3,1432,349
Bandra,2,1132,271
Bandra,2,1020,245
Bandra,2,969,198
Bandra,2,750,172
Bandra,2,750,170
Bandra,2,969,198
Bandra,2,930,200
Bandra,3,854,333
Bandra,3,854,333
Bandra,3,1597,400
Bandra,2,1065,263
Bandra,2,628,250
Bandra,2,862,249
Bandra,1,475,184
Bandra,1,446,174
Bandra,2,639,252
Bandra,2,667,260
Bandra,2,1000,350
Bandra,1,422,88
Bandra,2,741,171
Bandra,2,696,268
Bandra,2,694,267
Bandra,2,1150,250
Bandra,3,1372,285
Bandra,2,945,265
Bandra,3,1540,417
Bandra,2,709,214
Bandra,2,626,218
Bandra,3,1250,405
Bandra,2,1065,253
Bandra,2,792,275
Bandra,2,1050,227
Bandra,2,950,231
Bandra,3,1084,375
Bandra,2,1249,400
Bandra,2,1025,400
Bandra,2,1025,400
Bandra,1,418,89
Bandra,2,833,185
Bandra,2,920,215
Bandra,2,862,236
Bandra,1,418,85
Bandra,1,418,85
Bandra,2,833,185
Bandra,1,418,90
Bandra,2,833,185
Bandra,2,792,275
Bandra,2,850,225
Bandra,2,971,250
Bandra,2,1069,250
Bandra,2,971,250
Bandra,2,926,200
Bandra,2,926,200
Bandra,3,1513,400
Bandra,3,1513,350
Bandra,2,949,300
Bandra,2,1024,300
Bandra,1,617,125
Bandra,3,1381,400
Bandra,2,625,207
Bandra,2,635,210
Bandra,2,693,267
Bandra,2,679,261
Bandra,2,695,268
Bandra,2,656,216
Bandra,2,611,202
Bandra,2,555,183
Bandra,2,650,215
Bandra,2,822,271
Bandra,2,614,203
Bandra,2,900,350
Bandra,2,815,210
Bandra,2,870,235
Bandra,2,1000,340
Bandra,2,612,236
Bandra,2,612,236
Bandra,2,925,240
Bandra,2,830,220
Bandra,2,850,260
Bandra,2,833,171
Bandra,1,418,100
Bandra,2,833,171
Bandra,1,418,100
Bandra,1,322,95
Bandra,2,633,190
Bandra,2,641,192
Bandra,2,900,210
Bandra,2,639,223
Bandra,2,686,239
Bandra,2,712,248
Bandra,2,850,183
Bandra,2,875,235
Bandra,2,875,235
Bandra,2,800,240
Bandra,3,1250,397
Bandra,2,900,309
Bandra,2,1300,285
Bandra,2,1300,285
Bandra,2,1040,390
Bandra,2,904,340
Bandra,3,1424,300
Bandra,2,1016,300
Bandra,2,1111,225
Bandra,2,1069,250
Bandra,2,618,240
Bandra,2,585,230
Bandra,1,442,153
Bandra,1,411,142
Bandra,2,952,200
Bandra,1,715,150
Bandra,2,1069,250
Bandra,2,952,200
Bandra,1,715,150
Bandra,2,1069,250
Bandra,3,1424,300
Bandra,2,1040,390
Bandra,1,715,150
Bandra,2,1050,250
Bandra,2,618,240
Bandra,2,585,230
Bandra,1,442,153
Bandra,1,411,142
Bandra,2,833,183
Bandra,1,418,88
Bandra,1,323,88
Bandra,1,330,105
Bandra,2,570,201
Bandra,2,570,201
Bandra,1,330,105
Bandra,1,350,130
Bandra,2,1270,369
Bandra,2,1241,379
Bandra,2,1329,399
Bandra,2,910,261
Bandra,2,960,205
Bandra,2,1098,369
Bandra,3,1110,325
Bandra,2,1249,421
Bandra,1,581,175
Bandra,2,1249,412
Bandra,2,1009,204
Bandra,2,1249,405
Bandra,1,550,210
Bandra,2,1000,263
Bandra,1,550,210
Bandra,2,1000,263
Bandra,1,1100,350
Bandra,1,1100,350
Bandra,3,1300,285
Bandra,2,1100,250
Bandra,2,950,350
Bandra,3,1300,285
Bandra,2,1100,250
Bandra,2,950,350
Bandra,2,700,175
Bandra,2,825,213
Bandra,2,742,170
Bandra,1,422,88
Bandra,2,742,170
Bandra,2,742,170
Bandra,1,422,88
Bandra,2,712,245
Bandra,2,686,215
Bandra,2,639,199
Bandra,2,585,204
Bandra,2,584,203
Bandra,2,586,204
Bandra,1,408,142
Bandra,1,415,88
Bandra,1,400,90
Bandra,2,700,175
Bandra,2,1000,400
Bandra,2,750,173
Bandra,2,750,174
Bandra,1,400,93
Bandra,1,400,93
Bandra,1,400,90
Bandra,2,700,173
Bandra,2,621,234
Bandra,2,617,232
Bandra,2,616,232
Bandra,2,609,217
Bandra,2,554,188
Bandra,2,541,193
Bandra,2,626,236
Bandra,2,801,246
Bandra,2,1084,390
Bandra,2,825,318
Bandra,2,850,318
Bandra,3,1293,310
Bandra,2,880,340
Bandra,1,457,151
Bandra,2,822,271
Bandra,2,634,219
Bandra,2,841,312
Bandra,2,619,228
Bandra,2,675,260
Bandra,3,922,353
Belapur,3,1850,350
Belapur,3,1200,190
Belapur,3,1723,249
Belapur,2,1050,130
Belapur,3,2250,350
Belapur,3,1990,300
Belapur,2,725,145
Belapur,2,1150,180
Belapur,2,960,140
Belapur,2,1100,165
Belapur,2,1200,185
Belapur,3,2141,333
Belapur,2,1543,252
Belapur,3,2141,333
Belapur,2,1543,252
Belapur,2,1250,175
Belapur,2,1250,175
Belapur,2,1050,176
Belapur,1,650,90
Belapur,3,1800,271
Belapur,2,1100,155
Belapur,2,1000,185
Belapur,3,1800,300
Belapur,2,1100,185
Belapur,3,1600,276
Belapur,2,1200,150
Belapur,2,1100,148
Belapur,3,1500,300
Belapur,3,1400,275
Belapur,2,1150,180
Belapur,2,1100,150
Belapur,3,1600,226
Belapur,3,1350,215
Belapur,2,1050,140
Belapur,3,1450,265
Belapur,2,1100,176
Belapur,3,1935,350
Belapur,2,801,105
Belapur,3,950,170
Belapur,2,950,145
Belapur,1,650,80
Belapur,2,950,129
Belapur,2,1320,225
Belapur,2,1320,225
Belapur,3,1075,175
Belapur,2,1320,225
Belapur,1,450,51
Belapur,2,790,125
Belapur,3,1450,230
Belapur,3,1550,250
Belapur,2,1541,240
Belapur,2,1100,175
Belapur,3,2300,350
Belapur,1,530,60
Belapur,3,1700,275
Belapur,3,2141,300
Belapur,3,2141,300
Belapur,3,1723,214
Belapur,2,1350,222
Belapur,3,1328,205
Belapur,3,2100,350
Belapur,3,1500,169
Belapur,3,1450,260
Belapur,3,1500,169
Belapur,3,1450,260
Belapur,2,1200,165
Belapur,3,1765,290
Belapur,3,1980,330
Belapur,2,1450,220
Belapur,3,1764,300
Belapur,3,1650,260
Belapur,3,1650,260
Belapur,3,1764,300
Belapur,3,1764,300
Belapur,3,1650,260
Belapur,3,1650,260
Bhandup,1,620,80
Bhandup,1,630,83
Bhandup,1,600,78
