locality,bhk,area_sqft,price_lakhs
Kandivali,1,269,45
Kandivali,1,269,45
Kandivali,1,269,45
Kandivali,1,555,115
Kandivali,2,900,200
Kandivali,2,900,200
Kandivali,2,725,145
Kandivali,2,563,118
Kandivali,2,563,118
Kandivali,2,563,118
Kandivali,2,563,118
Kandivali,2,563,118
Kandivali,2,563,118
Kandivali,2,563,118
Kandivali,2,750,160
Kandivali,1,365,72
Kandivali,1,365,72
Kandivali,1,365,72
Kandivali,1,269,45
Kandivali,1,269,45
Kandivali,2,798,147
Kandivali,2,798,147
Kandivali,2,798,147
Kandivali,2,798,147
Kandivali,2,750,135
Kandivali,2,924,184
Kandivali,3,1356,265
Kandivali,3,1278,250
Kandivali,2,887,171
Kandivali,2,837,161
Kandivali,3,1278,250
Kandivali,4,2429,420
Kandivali,2,680,170
Kandivali,2,1000,205
Kandivali,2,1015,167
Kandivali,3,1408,345
Kandivali,2,1072,266
Kandivali,2,1019,253
Kandivali,2,781,175
Kandivali,1,475,125
Kandivali,2,790,135
Kandivali,2,810,164
Kandivali,2,700,135
Kandivali,1,327,69
Kandivali,1,788,134
Kandivali,2,616,160
Kandivali,1,395,69
Kandivali,2,720,138
Kandivali,2,900,220
Kandivali,1,385,70
Kandivali,1,555,105
Kandivali,2,650,155
Kandivali,2,800,198
Kandivali,2,1000,266
Kandivali,2,760,171
Kandivali,1,325,64
Kandivali,2,700,137
Kandivali,2,750,154
Kandivali,2,750,150
Kandivali,1,600,102
Kandivali,2,820,172
Kandivali,2,785,136
Kandivali,1,400,68
Kandivali,3,1100,275
Kandivali,2,701,175
Kandivali,3,1201,280
Kandivali,2,700,170
Kandivali,1,550,122
Kandivali,2,800,165
Kandivali,2,701,185
Kandivali,2,850,225
Kandivali,2,850,174
Kandivali,2,790,140
Kandivali,2,1256,310
Kandivali,1,350,63
Kandivali,3,1200,280
Kandivali,2,772,168
Kandivali,2,700,175
Kandivali,2,750,198
Kandivali,1,600,105
Kandivali,1,600,125
Kandivali,1,625,110
Kandivali,3,1100,240
Kandivali,2,800,148
Kandivali,1,403,73
Kandivali,1,420,76
Kandivali,1,435,78
Kandivali,2,645,116
Kandivali,1,400,72
Kandivali,1,438,79
Kandivali,2,720,140
Kandivali,2,611,139
Kandivali,3,832,183
Kandivali,1,421,78
Kandivali,1,421,76
Kandivali,3,839,172
Kandivali,3,839,151
Kandivali,2,619,112
Kandivali,2,619,111
Kandivali,1,424,76
Kandivali,1,424,79
Kandivali,2,561,101
Kandivali,2,561,104
Kandivali,1,730,127
Kandivali,2,860,155
Kandivali,2,860,155
Kandivali,2,825,175
Kandivali,1,610,135
Kandivali,1,610,99
Kandivali,3,1235,310
Kandivali,3,1450,280
Kandivali,2,1000,170
Kandivali,2,1000,168
Kandivali,2,1000,169
Kandivali,2,1000,155
Kandivali,2,950,186
Kandivali,1,555,110
Kandivali,3,1750,335
Kandivali,2,1000,168
Kandivali,2,1000,170
Kandivali,3,1765,340
Kandivali,3,1255,200
Kandivali,1,700,130
Kandivali,2,1000,170
Kandivali,3,1245,200
Kandivali,1,700,126
Kandivali,2,1000,168
Kandivali,2,1000,169
Kandivali,2,1100,240
Kandivali,3,1255,205
Kandivali,2,870,145
Kandivali,2,722,192
Kandivali,3,900,239
Kandivali,2,696,185
Kandivali,2,694,185
Kandivali,2,555,147
Kandivali,2,561,149
Kandivali,2,556,147
Kandivali,2,736,155
Kandivali,1,450,120
Kandivali,1,500,115
Kandivali,2,1000,180
Kandivali,3,1200,190
Kandivali,3,1250,210
Kandivali,2,1080,218
Kandivali,3,1651,310
Kandivali,3,1680,330
Kandivali,2,900,213
Kandivali,2,750,180
Kandivali,2,715,125
Kandivali,2,1030,180
Kandivali,3,965,180
Kandivali,1,600,93
Kandivali,2,700,130
Kandivali,3,965,180
Kandivali,1,500,120
Kandivali,3,1000,254
Kandivali,3,1000,254
Kandivali,3,1150,275
Kandivali,3,1350,350
Kandivali,2,980,210
Kandivali,2,950,150
Kandivali,1,550,85
Kandivali,1,575,105
Kandivali,3,1300,240
Kandivali,1,475,91
Kandivali,1,550,85
Kandivali,3,1300,240
Kandivali,1,475,91
Kandivali,3,1500,376
Kandivali,1,550,85
Kandivali,3,1300,240
Kandivali,1,475,91
Kandivali,1,700,150
Kandivali,2,980,175
Kandivali,2,1000,175
Kandivali,1,525,96
Kandivali,3,1750,350
Kandivali,3,1500,282
Kandivali,3,1400,325
Kandivali,3,1600,375
Kandivali,4,1800,425
Kandivali,3,1400,250
Kandivali,2,572,122
Kandivali,2,890,236
Kandivali,2,860,170
Kandivali,1,394,81
Kandivali,3,1500,376
Kandivali,2,647,160
Kandivali,3,1000,215
Kandivali,2,647,160
Kandivali,3,1000,215
Kandivali,1,700,107
Kandivali,1,750,120
Kandivali,1,525,96
Kandivali,3,1750,350
Kandivali,3,1500,282
Kandivali,3,1400,325
Kandivali,3,1600,375
Kandivali,4,1800,425
Kandivali,3,1400,250
Kandivali,2,572,122
Kandivali,2,890,236
Kandivali,1,750,120
Kandivali,3,1350,225
Kandivali,2,980,150
Kandivali,2,647,160
Kandivali,3,1000,215
Kandivali,1,700,107
Kandivali,2,950,170
Kandivali,1,700,107
Kandivali,2,950,170
Kandivali,3,1255,200
Kandivali,3,1045,260
Kandivali,1,550,125
Kandivali,1,550,89
Kandivali,1,330,76
Kandivali,1,440,100
Kandivali,1,550,103
Kandivali,1,600,95
Kandivali,1,600,95
Kandivali,1,406,94
Kandivali,2,1200,305
Kandivali,1,406,94
Kandivali,2,800,130
Kandivali,2,1200,305
Kandivali,3,1280,215
Kandivali,2,753,154
Kandivali,3,1280,215
Kandivali,3,1680,345
Kandivali,2,830,136
Kandivali,2,990,185
Kandivali,1,450,70
Kandivali,3,1100,285
Kandivali,3,1200,225
Kandivali,2,900,185
Kandivali,3,1200,240
Kandivali,2,1090,207
Kandivali,2,850,220
Kandivali,2,1065,210
Kandivali,2,1156,275
Kandivali,2,1065,210
Kandivali,2,947,165
Kandivali,1,426,110
Kandivali,1,426,110
Kandivali,1,550,110
Kandivali,2,800,149
Kandivali,2,800,149
Kandivali,1,515,105
Kandivali,2,1060,260
Kandivali,2,1100,220
Kandivali,1,570,105
Kandivali,2,1200,240
Kandivali,2,890,233
Kandivali,1,525,101
Kandivali,3,1200,225
Kandivali,1,648,115
Kandivali,1,648,115
Kandivali,2,900,160
Kandivali,2,810,180
Kandivali,3,1245,330
Kandivali,3,1100,180
Kandivali,1,600,110
Kandivali,2,655,160
Kandivali,2,890,190
Kandivali,2,900,140
Kandivali,1,720,125
Kandivali,2,1050,230
Kandivali,1,600,121
Kandivali,1,500,118
Kandivali,1,600,110
Kandivali,2,600,118
Kandivali,2,600,118
Kandivali,2,885,235
Kandivali,2,780,175
Kandivali,3,1475,338
Kandivali,2,534,112
Kandivali,2,518,110
Kandivali,1,397,83
Kandivali,1,361,78
Kandivali,2,537,106
Kandivali,2,518,102
Kandivali,1,397,78
Kandivali,3,1600,378
Kandivali,2,598,140
Kandivali,2,1000,175
Kandivali,1,400,75
Kandivali,3,1680,325
Kandivali,1,450,74
Kandivali,2,980,180
Kandivali,3,1600,275
Kandivali,1,400,75
Kandivali,2,870,135
Kandivali,1,450,75
Kandivali,1,500,84
Kandivali,2,1000,190
Kandivali,1,525,100
Kandivali,1,600,110
Kandivali,2,980,200
Kandivali,2,850,140
Kandivali,3,1250,210
Kandivali,1,745,130
Kandivali,4,1700,400
Kandivali,2,1200,240
Kandivali,4,1657,392
Kandivali,4,1657,392
Kandivali,4,1651,391
Kandivali,3,1108,205
Kandivali,1,525,110
Kandivali,2,900,205
Kandivali,1,595,130
Kandivali,3,960,248
Kandivali,2,698,171
Kandivali,2,698,171
Kandivali,4,1700,390
Kandivali,1,391,98
Kandivali,2,520,126
Kandivali,1,395,101
Kandivali,1,365,93
Kandivali,2,990,152
Kandivali,2,990,155
Kandivali,2,800,180
Kandivali,1,525,87
Kandivali,1,525,87
Kandivali,1,525,120
Kandivali,2,700,125
Kandivali,1,500,100
Kandivali,2,800,132
Kandivali,2,680,120
Kandivali,2,850,130
Kandivali,1,550,100
Kandivali,1,550,100
Kandivali,2,715,125
Kandivali,3,1390,350
Kandivali,1,615,98
Kandivali,3,1270,258
Kandivali,3,1390,350
Kandivali,1,615,98
Kandivali,3,1270,258
Kandivali,1,600,105
Kandivali,2,750,145
Kandivali,1,600,105
Kandivali,2,830,172
Kandivali,3,1750,290
Kandivali,3,1750,290
Kandivali,3,1750,290
Kandivali,1,650,101
Kandivali,1,515,81
Kandivali,1,700,115
Kandivali,2,609,128
Kandivali,2,1020,160
Kandivali,2,700,110
Kandivali,1,575,95
Kandivali,1,350,79
Kandivali,1,465,82
Kandivali,2,990,152
Kandivali,2,770,145
Kandivali,3,1425,225
Kandivali,1,567,95
Kandivali,2,650,165
Kandivali,2,650,165
Kandivali,2,450,70
Kandivali,1,560,105
Kandivali,2,550,110
Kandivali,2,700,122
Kandivali,1,560,105
Kandivali,4,1852,300
Kandivali,1,585,90
Kandivali,1,450,79
Kandivali,3,950,210
Kandivali,3,950,210
Kandivali,4,1852,300
Kandivali,1,585,90
Kandivali,1,450,79
Kandivali,3,1000,190
Kandivali,1,550,120
Kandivali,2,850,225
Kandivali,2,815,135
Kandivali,1,585,100
Kandivali,1,450,88
Kandivali,1,400,77
Kandivali,2,1040,200
Kandivali,1,635,100
Kandivali,2,1040,200
Kandivali,1,635,100
Kandivali,3,1400,340
Kandivali,2,780,150
Kandivali,3,1250,210
Kandivali,2,737,161
Kandivali,2,945,228
Kandivali,2,945,230
Kandivali,2,1120,210
Kandivali,2,930,195
Kandivali,3,1400,315
Kandivali,3,1400,325
Kandivali,2,851,209
Kandivali,2,737,161
Kandivali,2,945,228
Kandivali,2,825,206
Kandivali,3,1288,322
Kandivali,3,938,234
Kandivali,1,396,98
Kandivali,2,533,131
Kandivali,2,659,145
Kandivali,1,419,86
Kandivali,2,661,136
Kandivali,1,444,99
Kandivali,2,557,125
Kandivali,1,671,173
Kandivali,1,323,85
Kandivali,1,413,101
Kandivali,2,739,184
Kandivali,3,985,257
Kandivali,1,404,105
Kandivali,1,442,115
Kandivali,2,518,135
Kanjurmarg,3,2000,380
Kanjurmarg,2,1150,225
Kanjurmarg,2,1250,235
Kanjurmarg,2,1032,220
Kanjurmarg,1,652,122
Kanjurmarg,2,612,125
Kanjurmarg,3,1232,250
Kanjurmarg,3,1232,250
Kanjurmarg,1,650,135
Kanjurmarg,1,430,108
Kanjurmarg,1,449,113
Kanjurmarg,1,448,113
Kanjurmarg,1,446,93
Kanjurmarg,1,418,105
Kanjurmarg,1,446,112
Kanjurmarg,1,450,113
Kanjurmarg,1,454,114
Kanjurmarg,1,455,114
Kanjurmarg,1,510,128
Kanjurmarg,2,700,194
Kanjurmarg,2,750,208
Kanjurmarg,2,757,210
Kanjurmarg,2,759,210
Kanjurmarg,2,733,203
Kanjurmarg,3,839,221
Kanjurmarg,3,959,253
Kanjurmarg,2,1152,219
Kanjurmarg,2,1061,198
Kanjurmarg,2,1061,198
Kanjurmarg,3,1840,350
Kanjurmarg,2,1232,231
Kanjurmarg,2,1088,212
Kanjurmarg,2,790,207
Kanjurmarg,3,1481,330
Kanjurmarg,2,690,155
Kanjurmarg,2,631,175
Kanjurmarg,3,1390,355
Kanjurmarg,3,1515,321
Kanjurmarg,2,1100,208
Kanjurmarg,3,1390,355
Kanjurmarg,3,1515,321
Kanjurmarg,2,1100,208
Kanjurmarg,2,1100,221
Kanjurmarg,3,1500,285
Kanjurmarg,2,804,170
Kanjurmarg,2,1152,220
Kanjurmarg,1,661,154
Kanjurmarg,1,661,154
Kanjurmarg,2,750,152
Kanjurmarg,2,523,145
Kanjurmarg,2,625,158
Kanjurmarg,2,850,210
Kanjurmarg,2,999,183
Kanjurmarg,1,375,90
Kanjurmarg,1,375,90
Kanjurmarg,3,965,265
Kanjurmarg,2,632,135
Kanjurmarg,2,1005,192
Kanjurmarg,2,800,200
Kanjurmarg,2,900,228
Kanjurmarg,2,900,228
Kanjurmarg,2,900,228
Kanjurmarg,2,790,205
Kanjurmarg,2,700,175
Kanjurmarg,3,1100,230
Kanjurmarg,3,1100,230
Kanjurmarg,2,980,240
Kanjurmarg,2,980,240
Kanjurmarg,2,670,140
Kanjurmarg,1,480,95
Kanjurmarg,2,593,168
Kanjurmarg,2,593,167
Kanjurmarg,2,593,168
Kanjurmarg,2,593,167
Kanjurmarg,2,856,188
Kanjurmarg,2,723,168
Kanjurmarg,2,525,130
Kanjurmarg,2,1100,208
Kanjurmarg,2,900,195
Kanjurmarg,2,940,198
Kanjurmarg,2,1100,230
Kanjurmarg,1,650,130
Kanjurmarg,2,1100,230
Kanjurmarg,1,650,130
Kanjurmarg,2,534,112
Kanjurmarg,2,534,112
Kanjurmarg,2,620,128
Kanjurmarg,1,350,76
Kanjurmarg,2,555,110
Kanjurmarg,1,456,90
Kanjurmarg,2,555,110
Kanjurmarg,1,471,105
Kanjurmarg,3,1200,310
Kanjurmarg,3,1200,308
Kanjurmarg,3,1386,365
Kanjurmarg,2,804,159
Kanjurmarg,3,850,230
Kanjurmarg,3,1150,310
Kanjurmarg,2,710,165
Kanjurmarg,3,990,195
Kanjurmarg,2,810,149
Kanjurmarg,3,1022,205
Kanjurmarg,1,508,109
Kanjurmarg,2,792,154
Kanjurmarg,3,1248,350
Kanjurmarg,3,1100,220
Kanjurmarg,2,900,205
Kanjurmarg,1,590,110
Kanjurmarg,3,1450,370
Kanjurmarg,2,850,187
Kanjurmarg,2,880,220
Kanjurmarg,2,880,220
Kanjurmarg,2,880,220
Kanjurmarg,2,880,220
Kanjurmarg,2,880,220
Kanjurmarg,2,880,220
Kanjurmarg,2,880,220
Kanjurmarg,2,880,220
Kanjurmarg,2,880,220
Kanjurmarg,2,880,220
Kanjurmarg,2,880,220
Kanjurmarg,2,954,182
Kanjurmarg,1,590,110
Kanjurmarg,2,1200,225
Kanjurmarg,1,700,149
Kanjurmarg,3,1400,270
Kanjurmarg,2,900,205
Kanjurmarg,1,500,94
Kanjurmarg,2,600,127
Kanjurmarg,2,700,155
Kanjurmarg,3,900,229
Kanjurmarg,2,750,158
Kanjurmarg,1,400,102
Kanjurmarg,2,650,152
Kanjurmarg,3,900,209
Kanjurmarg,3,1000,230
Kanjurmarg,2,600,148
Kanjurmarg,2,700,149
Kanjurmarg,2,700,159
Kanjurmarg,2,700,179
Kanjurmarg,2,733,176
Kanjurmarg,2,665,159
Kanjurmarg,1,507,124
Kanjurmarg,1,461,113
Kanjurmarg,2,627,150
Kanjurmarg,1,503,123
Kanjurmarg,2,733,176
Kanjurmarg,1,503,123
Kanjurmarg,2,733,176
Kanjurmarg,1,503,123
Kanjurmarg,2,730,175
Kanjurmarg,1,458,112
Kanjurmarg,2,733,203
Kanjurmarg,1,450,113
Kanjurmarg,3,839,221
Kanjurmarg,1,430,108
Kanjurmarg,3,959,253
Kanjurmarg,1,448,113
Kanjurmarg,1,510,128
Kanjurmarg,2,750,208
Kanjurmarg,1,454,114
Kanjurmarg,2,759,210
Kanjurmarg,1,418,105
Kanjurmarg,1,455,114
Kanjurmarg,1,449,113
Kanjurmarg,2,757,210
Kanjurmarg,1,446,112
Kanjurmarg,2,700,194
Kanjurmarg,3,1550,315
Kanjurmarg,2,675,150
Kanjurmarg,2,859,175
Kanjurmarg,2,859,175
Kanjurmarg,3,1325,250
Kanjurmarg,3,1075,287
Kanjurmarg,3,955,255
Kanjurmarg,1,465,124
Kanjurmarg,3,1081,289
Kanjurmarg,2,626,167
Kanjurmarg,2,590,158
Kanjurmarg,1,535,143
Kanjurmarg,3,1075,287
Kanjurmarg,3,955,255
Kanjurmarg,1,465,124
Kanjurmarg,3,1081,289
Kanjurmarg,2,626,167
Kanjurmarg,2,590,158
Kanjurmarg,1,535,143
Kanjurmarg,3,1193,319
Kanjurmarg,2,900,190
Kanjurmarg,2,750,180
Kanjurmarg,2,900,195
Kanjurmarg,3,1100,245
Kanjurmarg,3,1350,325
Kanjurmarg,1,550,115
Kanjurmarg,2,797,198
Kanjurmarg,1,450,97
Kanjurmarg,2,721,158
Kanjurmarg,1,430,99
Kanjurmarg,3,1000,280
Kanjurmarg,3,900,223
Kanjurmarg,1,537,142
Kanjurmarg,1,537,142
Kanjurmarg,1,650,125
Kanjurmarg,2,650,121
Kanjurmarg,3,944,239
Kanjurmarg,3,943,238
Kanjurmarg,2,677,171
Kanjurmarg,2,749,189
Kanjurmarg,2,649,164
Kanjurmarg,2,571,162
Kanjurmarg,1,401,114
Kanjurmarg,3,759,221
Kanjurmarg,2,647,184
Kanjurmarg,2,760,220
Kanjurmarg,1,454,129
Kanjurmarg,2,723,180
Kanjurmarg,1,537,142
Kanjurmarg,2,797,198
Kanjurmarg,2,669,152
Kanjurmarg,1,465,105
Kanjurmarg,2,590,133
Kanjurmarg,1,535,118
Kanjurmarg,2,771,195
Kanjurmarg,1,471,124
Kanjurmarg,2,753,192
Kanjurmarg,3,985,266
Kanjurmarg,3,1129,313
Kanjurmarg,2,661,169
Kanjurmarg,2,732,187
Kanjurmarg,2,675,130
Kanjurmarg,3,1750,360
Kanjurmarg,3,1207,270
Kanjurmarg,3,1040,235
Kanjurmarg,2,733,161
Kanjurmarg,2,700,154
Kanjurmarg,1,454,100
Kanjurmarg,1,455,100
Kanjurmarg,2,759,167
Kanjurmarg,1,450,99
Kanjurmarg,2,757,167
Kanjurmarg,1,418,92
Kanjurmarg,1,448,99
Kanjurmarg,1,449,99
Kanjurmarg,2,750,165
Kanjurmarg,2,600,125
Kanjurmarg,3,1085,273
Kanjurmarg,2,723,180
Kanjurmarg,1,537,142
Kanjurmarg,2,797,198
Kanjurmarg,2,859,175
Kanjurmarg,2,850,172
Kanjurmarg,3,1249,313
Kanjurmarg,3,1085,273
Kanjurmarg,1,537,142
Kanjurmarg,2,797,198
Kanjurmarg,1,510,112
Kanjurmarg,3,839,185
Kanjurmarg,3,959,211
Kanjurmarg,2,733,161
Kanjurmarg,1,446,98
Kanjurmarg,1,471,124
Kanjurmarg,2,753,192
Kanjurmarg,3,1129,313
Kanjurmarg,2,771,195
Kanjurmarg,1,471,124
Kanjurmarg,2,753,192
Kanjurmarg,3,985,266
Kanjurmarg,3,1129,313
Kanjurmarg,2,661,169
Kanjurmarg,2,732,187
Kanjurmarg,2,797,198
Kanjurmarg,2,900,200
Kanjurmarg,2,900,200
Kanjurmarg,2,538,139
Kanjurmarg,3,1115,282
Kanjurmarg,3,1052,266
Kanjurmarg,2,694,175
Kanjurmarg,3,929,235
Kanjurmarg,2,656,166
Kanjurmarg,2,753,190
Kanjurmarg,2,653,165
Kanjurmarg,2,752,190
Kanjurmarg,2,652,165
Kanjurmarg,2,678,171
Kanjurmarg,1,466,126
Kanjurmarg,2,1002,195
Kanjurmarg,1,650,125
Kanjurmarg,2,650,121
Kanjurmarg,3,944,239
Kanjurmarg,3,943,238
Kanjurmarg,2,1050,210
Kanjurmarg,2,474,114
Kanjurmarg,1,353,83
Kanjurmarg,1,370,87
Kanjurmarg,2,475,117
Kanjurmarg,3,1300,310
Kanjurmarg,2,900,195
Kanjurmarg,2,732,187
Kanjurmarg,1,471,124
Kanjurmarg,2,753,192
Kanjurmarg,3,1129,313
Kanjurmarg,2,771,195
Kanjurmarg,1,471,124
Kanjurmarg,2,753,192
Kanjurmarg,3,985,266
Kanjurmarg,3,1129,313
Kanjurmarg,2,661,169
Kanjurmarg,2,732,187
Kanjurmarg,3,1085,273
Kanjurmarg,2,723,180
Kanjurmarg,1,537,142
Kanjurmarg,2,797,198
Kanjurmarg,3,1249,313
Kanjurmarg,3,1085,273
Kanjurmarg,1,537,142
Kanjurmarg,2,797,198
Kanjurmarg,2,600,127
Kanjurmarg,2,800,165
Kanjurmarg,2,687,172
Kanjurmarg,2,555,122
Kanjurmarg,2,707,156
Kanjurmarg,1,457,101
Kanjurmarg,2,732,161
Kanjurmarg,2,771,195
Kanjurmarg,1,471,124
Kanjurmarg,2,753,192
Kanjurmarg,3,985,266
Kanjurmarg,3,1129,313
Kanjurmarg,2,661,169
Kanjurmarg,2,732,187
Kanjurmarg,3,1250,300
Kanjurmarg,1,500,115
Kanjurmarg,2,900,200
Kanjurmarg,2,900,200
Kanjurmarg,3,1100,250
Kanjurmarg,2,555,122
Kanjurmarg,2,707,156
Kanjurmarg,1,457,101
Kanjurmarg,2,732,161
Kanjurmarg,2,669,152
Kanjurmarg,1,465,105
Kanjurmarg,2,590,133
Kanjurmarg,1,535,118
Kanjurmarg,1,600,125
Kanjurmarg,3,1250,300
Kanjurmarg,2,600,120
Kanjurmarg,3,1250,310
Kanjurmarg,2,687,172
Kanjurmarg,3,1249,313
Kanjurmarg,3,1085,273
Kanjurmarg,2,723,180
Kanjurmarg,1,537,142
Kanjurmarg,2,797,198
Kanjurmarg,2,1050,200
Kanjurmarg,2,859,160
Kanjurmarg,2,600,127
Kanjurmarg,2,800,165
Kanjurmarg,3,1200,251
Kanjurmarg,1,500,98
Kanjurmarg,2,780,203
Kanjurmarg,3,1099,286
Kanjurmarg,2,707,198
Kanjurmarg,2,677,188
Kanjurmarg,2,681,189
Kanjurmarg,2,707,198
Kanjurmarg,2,677,188
Kanjurmarg,2,681,189
Kanjurmarg,3,1550,335
Kanjurmarg,2,723,177
Kanjurmarg,2,678,166
Kanjurmarg,1,466,114
Kanjurmarg,2,682,167
Kanjurmarg,2,723,177
Kanjurmarg,2,678,166
Kanjurmarg,1,466,114
Kanjurmarg,2,682,167
Kanjurmarg,2,669,152
Kanjurmarg,2,723,191
Kanjurmarg,3,995,268
Kanjurmarg,2,667,175
Kanjurmarg,2,797,198
Kanjurmarg,2,653,171
Kanjurmarg,2,792,214
Kanjurmarg,1,550,133
Kanjurmarg,2,725,196
Kanjurmarg,2,592,160
Kanjurmarg,3,1085,273
Kanjurmarg,2,789,213
Kanjurmarg,2,723,180
Kanjurmarg,1,352,92
Kanjurmarg,2,646,169
Kanjurmarg,3,849,231
Kanjurmarg,2,705,190
Kanjurmarg,2,638,167
Kanjurmarg,2,641,168
Kanjurmarg,2,772,201
Kanjurmarg,2,706,188
Kanjurmarg,2,669,175
Kanjurmarg,3,1249,313
Kanjurmarg,3,872,237
Kanjurmarg,2,663,174
Kanjurmarg,3,996,268
Kanjurmarg,2,668,195
Kanjurmarg,1,496,145
Kanjurmarg,2,753,207
Kanjurmarg,2,661,181
Kanjurmarg,2,750,206
Kanjurmarg,2,732,201
Kanjurmarg,2,669,175
Kanjurmarg,3,1249,313
Kanjurmarg,3,872,237
Kanjurmarg,2,663,174
Kanjurmarg,3,996,268
Kanjurmarg,2,668,195
Kanjurmarg,2,656,180
Kanjurmarg,1,496,145
Kanjurmarg,2,753,207
Kanjurmarg,2,753,207
Kanjurmarg,2,661,181
Kanjurmarg,2,750,206
Kanjurmarg,2,732,201
Kanjurmarg,3,1075,287
Kanjurmarg,3,955,255
Kanjurmarg,1,465,124
Kanjurmarg,3,1081,289
Kanjurmarg,2,626,167
Kanjurmarg,2,571,162
Kanjurmarg,1,401,114
Kanjurmarg,3,759,221
Kanjurmarg,2,647,184
Kanjurmarg,2,760,220
Kanjurmarg,1,454,129
Kanjurmarg,3,1075,287
Kanjurmarg,3,955,255
Kanjurmarg,2,571,162
Kanjurmarg,1,401,114
Kanjurmarg,3,759,221
Kanjurmarg,2,647,184
Kanjurmarg,2,760,220
Kanjurmarg,1,454,129
Kanjurmarg,3,1075,287
Kanjurmarg,3,955,255
Kanjurmarg,2,730,199
Kanjurmarg,3,950,230
Kanjurmarg,1,446,99
Kanjurmarg,2,750,166
Kanjurmarg,1,430,95
Kanjurmarg,2,732,162
Kanjurmarg,1,457,101
Kanjurmarg,1,455,101
Kanjurmarg,1,454,101
Kanjurmarg,2,732,162
Kanjurmarg,1,456,101
Kanjurmarg,1,455,101
Kanjurmarg,1,450,100
Kanjurmarg,1,418,93
Kanjurmarg,1,449,99
Kanjurmarg,1,448,99
Kanjurmarg,1,449,99
Kanjurmarg,2,700,155
Kanjurmarg,1,446,99
Kanjurmarg,1,510,113
Kanjurmarg,1,450,100
Kanjurmarg,2,839,186
Kanjurmarg,2,631,127
Kanjurmarg,4,1350,350
Kanjurmarg,2,500,123
Kanjurmarg,1,450,104
Kanjurmarg,2,500,126
Kanjurmarg,2,500,126
Kanjurmarg,1,465,126
Kanjurmarg,2,677,185
Kanjurmarg,1,465,126
Kanjurmarg,2,677,185
Kanjurmarg,3,851,201
Kanjurmarg,3,850,209
Kanjurmarg,3,887,222
Kanjurmarg,3,876,207
Kanjurmarg,3,857,210
Kanjurmarg,3,843,200
Kanjurmarg,3,863,204
Kanjurmarg,1,550,133
Kanjurmarg,1,352,92
Kanjurmarg,2,631,150
Kanjurmarg,3,863,204
Kanjurmarg,1,550,133
Kanjurmarg,1,352,92
Kanjurmarg,2,631,150
Kanjurmarg,2,706,188
Kanjurmarg,2,631,150
Kanjurmarg,1,537,142
Kanjurmarg,3,1171,315
Kanjurmarg,3,965,260
Kanjurmarg,2,553,130
Kanjurmarg,3,743,172
Kanjurmarg,1,401,90
Kanjurmarg,2,687,172
Kanjurmarg,2,621,163
Kanjurmarg,3,1008,271
Kanjurmarg,2,612,160
Kanjurmarg,2,809,220
Kanjurmarg,2,687,172
Kanjurmarg,2,621,163
Kanjurmarg,3,1008,271
Kanjurmarg,2,612,160
Kanjurmarg,2,809,220
Kanjurmarg,2,617,162
Kanjurmarg,2,813,220
Kanjurmarg,3,759,182
Kanjurmarg,3,1075,258
Kanjurmarg,2,771,185
Kanjurmarg,3,955,229
Kanjurmarg,3,1081,259
Kanjurmarg,2,741,178
Kanjurmarg,2,794,191
Kanjurmarg,3,1193,286
Kanjurmarg,2,661,159
Kanjurmarg,2,684,164
Kanjurmarg,3,1104,265
Kanjurmarg,2,632,152
Kanjurmarg,2,669,175
Kanjurmarg,3,1249,313
Kanjurmarg,3,872,237
Kanjurmarg,2,772,201
Kanjurmarg,2,706,188
Kanjurmarg,2,631,150
Kanjurmarg,1,537,142
Kanjurmarg,3,1171,315
Kanjurmarg,3,965,260
Kanjurmarg,3,849,231
Kanjurmarg,2,705,190
Kanjurmarg,2,638,167
Kanjurmarg,2,641,168
Kanjurmarg,2,772,201
Kanjurmarg,2,706,188
Kanjurmarg,2,631,150
Kanjurmarg,1,537,142
Kanjurmarg,3,1171,315
Kanjurmarg,3,965,260
Kanjurmarg,2,553,130
Kanjurmarg,3,743,172
Kanjurmarg,1,401,90
Kanjurmarg,1,471,138
Kanjurmarg,2,753,207
Kanjurmarg,1,464,136
Kanjurmarg,1,467,137
Kanjurmarg,2,661,181
Kanjurmarg,2,750,206
Kanjurmarg,2,732,201
Kanjurmarg,2,656,180
Kanjurmarg,1,496,145
Kanjurmarg,1,471,138
Kanjurmarg,2,753,207
Kanjurmarg,1,464,136
Kanjurmarg,1,467,137
Kanjurmarg,2,661,181
Kanjurmarg,2,750,206
Kanjurmarg,2,732,201
Kanjurmarg,2,656,180
Kanjurmarg,1,496,145
Kanjurmarg,2,583,150
Kanjurmarg,1,493,120
Kanjurmarg,2,607,175
Kanjurmarg,3,1075,287
Kanjurmarg,3,955,255
Kanjurmarg,1,465,124
Kanjurmarg,3,1081,289
Kanjurmarg,2,626,167
Kanjurmarg,2,590,158
Kanjurmarg,1,535,143
Kanjurmarg,3,1193,319
Kanjurmarg,1,509,136
Kanjurmarg,1,430,115
Kanjurmarg,3,1104,295
Kanjurmarg,2,616,165
Kanjurmarg,3,749,175
Kanjurmarg,2,559,152
Kanjurmarg,1,401,109
Kanjurmarg,2,553,150
Kanjurmarg,1,406,120
Kanjurmarg,1,396,95
Kanjurmarg,2,652,170
Kanjurmarg,2,647,145
Kanjurmarg,1,466,115
